
istat_comune,collegio_camera_id,collegio_camera_nome,fonte_url,fonte_data
001099,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001100,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001101,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001102,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001104,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001106,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001107,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001108,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001109,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001112,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001113,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001114,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001115,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001116,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001117,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001118,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001119,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001120,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001121,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001126,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001127,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001128,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001129,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001130,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001131,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001133,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001134,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001135,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001316,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001146,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001147,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001149,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001152,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001154,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001155,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001156,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001157,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001161,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001162,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001164,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001165,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001166,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001168,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001169,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001170,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001171,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001175,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001176,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001187,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001188,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001189,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001193,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001194,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001206,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001207,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001211,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001212,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001213,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001214,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001216,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001217,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001218,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001219,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001220,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001221,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001224,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001228,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001229,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001231,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001232,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001236,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001237,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001238,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001239,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001240,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001241,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001243,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001244,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001245,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001246,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001248,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001249,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001251,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001252,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001253,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001255,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001256,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001258,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001259,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001262,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001263,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001265,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001267,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001270,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001274,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001276,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001279,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001282,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001283,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001284,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001286,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001285,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001287,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
001288,PIEMONTE-P01,PIEMONTE - P01,https://elezionistorico.interno.gov.it/daithome/documenti/opendata/catalogoagid/senato-2022-italia-livcomune.csv,2025-08-17
